"h10_g3","h10_g4","h10_g10","h10_g11","h10_eco9","h10_reg7","p1002_8aq1"
2,1935,2,2,,1,
1,1929,1,2,,1,
2,1936,1,1,,1,
1,1945,1,2,530,1,
2,1947,1,2,,1,
1,1963,1,1,873,1,
2,1960,1,1,510,1,400
1,1955,1,1,510,1,129
2,1956,1,1,521,1,90
2,1987,1,1,,1,
2,1989,5,1,314,1,170
1,1981,1,1,312,1,500
1,1956,1,2,873,1,492
2,1964,1,2,,1,
2,1985,5,2,,1,
2,1960,2,1,,2,
1,1970,1,1,751,5,
2,1972,1,1,313,5,129.62
1,1999,0,1,,5,
1,2001,0,1,,5,
2,1940,2,1,,1,
1,1971,5,1,,1,
2,1997,0,2,,1,
1,1936,1,1,,1,
2,1939,1,1,,1,
2,1976,5,1,530,1,175
2,1946,2,1,,1,
1,1972,1,1,411,1,462.5
2,1974,1,1,530,1,66.6
2,2000,0,1,,1,
1,2004,0,1,,1,
2,1964,1,2,611,7,
1,1952,1,2,611,7,
1,1956,1,1,873,1,126
2,1964,1,1,442,1,170
2,1992,5,1,,1,
2,1995,5,1,429,1,130
1,1963,1,1,772,1,578
2,1967,1,1,,1,
2,1992,5,1,,1,
2,1994,5,1,313,1,141
1,2003,0,1,,1,
1,1939,1,1,873,1,
2,1946,1,1,,1,
1,1967,1,2,312,1,596.7
2,1966,1,2,,1,
1,1996,5,2,,1,
1,1970,5,2,762,7,
2,1942,2,2,421,7,20
1,1973,5,2,,7,
1,1948,1,2,,1,
1,1981,5,2,222,1,425.3
2,1953,1,2,,1,
2,1931,2,1,,1,
1,1969,1,2,312,2,650
2,1971,1,2,259,2,80
1,1998,0,2,,2,
2,2001,0,2,,2,
1,1974,1,2,922,1,419.7
2,1976,1,2,,1,
1,2005,0,2,,1,
2,2007,0,2,,1,
1,1974,1,1,274,2,708
2,1975,1,1,252,2,379
2,2004,0,1,,2,
1,1971,1,2,313,1,458.3
2,1979,1,2,252,1,399.1
1,2005,0,2,,1,
1,2007,0,2,,1,
1,2013,0,2,,1,
1,1969,1,1,892,2,387
2,1969,1,1,953,2,118.3
2,2001,0,1,,2,
2,2002,0,1,,2,
1,1970,1,1,221,1,933.6
2,1971,1,1,,1,
1,1997,0,1,,1,
2,2003,0,1,,1,
1,1962,1,2,274,2,916.7
2,1971,1,2,312,2,383.3
2,2007,0,2,,2,
2,1960,5,2,251,1,200
2,1957,3,2,951,1,148
2,1982,1,2,,2,
2,1985,5,2,399,1,150
1,1982,1,2,510,2,283
2,2014,0,2,,2,
1,1949,1,1,,1,
2,1952,1,1,,1,
1,1972,5,1,,1,
1,1974,1,2,239,2,433.3
2,1977,1,2,,2,
2,2013,0,2,,2,
2,1940,2,1,,1,
1,1941,1,2,,1,
2,1942,1,1,999,1,120
2,1935,2,1,,1,
1,1953,1,1,510,1,298
2,1956,1,1,243,1,200
1,1983,5,1,313,1,179
1,1952,1,2,773,1,
2,1956,1,1,,1,
1,1983,5,2,,1,
1,1952,1,2,313,1,416
2,1950,1,2,,1,
1,1979,1,2,235,1,503.8
1,1982,5,2,236,1,250
2,1984,1,1,,1,
1,2011,0,2,,1,
1,2011,0,2,,1,
1,1932,1,1,,1,
2,1938,1,1,,1,
1,1938,1,1,,1,
2,1936,1,1,,1,
1,1952,1,1,,1,
2,1957,1,1,,1,
2,1984,1,1,239,1,208.3
2,1989,5,1,,1,
1,1967,1,1,312,1,1000
2,1971,1,1,259,1,
2,2003,0,1,,1,
2,2006,0,1,,1,
1,1956,1,2,792,1,200
2,1956,1,2,,1,
1,1986,5,2,521,1,190
1,1947,1,1,855,1,166.6
2,1953,1,1,873,1,
1,1963,1,1,248,2,250
2,1966,1,1,,2,
1,1995,5,1,,2,
2,1999,0,1,,2,
1,2001,0,1,,2,
1,2005,0,1,,2,
1,1944,1,1,942,1,160
2,1946,1,1,,1,
2,1929,2,1,,1,
2,1940,2,1,,1,
1,1980,1,1,283,1,233.3
2,1978,1,1,,1,
2,2010,0,1,,1,
2,2012,0,1,,1,
2,1972,5,1,254,1,200
2,1950,2,2,,1,
2,1972,1,2,312,1,541.7
1,1974,1,2,152,1,333.3
1,1971,1,2,222,1,333.3
2,1978,1,2,152,1,208.3
2,1952,3,1,952,1,134.4
2,1952,2,1,421,1,60
1,1979,1,1,780,2,158.3
2,1979,1,1,246,2,158.3
1,1977,1,1,159,1,478
2,1975,1,1,254,1,83.33
1,2010,0,1,,1,
2,1963,2,1,421,1,180
2,1990,5,1,442,1,80
2,1992,5,1,399,1,170
2,1979,1,2,,1,
1,1979,1,1,222,1,555.2
2,2012,0,2,,1,
1,1929,2,1,,1,
1,1941,1,1,941,1,20
2,1944,1,1,952,1,20
1,1941,1,2,,1,
2,1942,1,2,530,1,
1,1978,5,1,284,1,258
1,1974,1,2,780,1,262.5
2,1974,1,2,,1,
2,2006,0,2,,1,
1,2010,0,2,,1,
1,1940,1,2,,2,
2,1942,1,2,,2,
1,1981,1,2,530,1,200
2,1981,1,2,,1,
1,2006,0,2,,1,
2,2009,0,2,,1,
1,1975,1,2,222,1,500
2,1975,1,2,,1,
2,2003,0,2,,1,
2,2006,0,2,,1,
1,1964,1,1,313,1,303.9
2,1968,1,1,243,1,217
2,2001,0,1,,1,
2,2003,0,1,,1,
1,2005,0,1,,1,
2,1927,2,1,,1,
1,1977,1,2,761,1,341.6
1,1997,0,2,,1,
1,2000,0,2,,1,
2,1977,1,2,246,1,174.6
2,2001,0,2,,1,
1,1961,1,2,792,1,
2,1963,1,1,930,1,83
1,1995,5,2,999,1,63.6
1,1959,1,2,772,1,242
2,1963,1,2,999,1,
2,1989,5,2,952,1,60
1,1990,5,2,952,1,
1,1970,1,2,234,1,343.3
2,1971,1,2,,1,
2,2006,0,2,,1,
1,1971,1,1,861,1,291.7
2,1975,1,1,313,1,516.7
2,2002,0,1,,1,
1,2005,0,1,,1,
1,1973,1,2,311,2,550
2,1971,1,1,,2,
1,2003,0,2,,2,
2,2007,0,2,,2,
1,1975,1,2,149,2,277.2
2,1977,1,2,313,2,156.9
1,2003,0,2,,2,
1,2006,0,2,,2,
1,1962,1,1,312,1,626
2,1968,1,1,421,1,107
2,1995,5,1,,1,
1,1997,0,1,,1,
1,1968,1,1,761,1,526.4
2,1974,1,1,313,1,120.8
2,1999,0,1,,1,
2,2001,0,1,,1,
1,2003,0,1,,1,
1,1973,1,1,,1,
2,1974,1,1,441,1,38.4
1,2001,0,1,,1,
2,2008,0,1,,1,
1,1975,1,2,522,1,
2,1975,1,1,,1,
2,2003,0,1,,1,
2,2008,0,1,,1,
1,1978,1,1,780,1,
2,1978,1,1,,1,
2,2007,0,1,,1,
2,2010,0,1,,1,
1,1961,1,2,873,1,
2,1963,1,2,421,1,100
1,1993,5,2,,1,
1,1972,1,1,231,1,465
2,1973,1,1,259,1,150
1,2002,0,1,,1,
2,1942,2,1,,1,
1,1970,1,2,141,1,436.7
2,1971,1,2,,1,
1,2000,0,2,,1,
1,2004,0,2,,1,
1,1949,1,2,873,1,
2,1952,1,2,,1,
1,1976,5,2,,1,
2,1948,2,1,,2,
1,1974,1,2,761,1,116
2,1975,1,2,952,1,83
2,1998,0,1,,1,
1,2000,0,1,,1,
1,2003,0,2,,1,
2,2006,0,1,,1,
1,1953,1,1,510,1,
2,1959,1,1,,1,
2,1981,5,1,243,1,160
2,1983,5,1,313,1,138
1,1988,5,1,,1,
2,1958,5,1,,1,
1,1952,1,1,510,1,
2,1957,1,1,247,1,70
2,1989,5,1,952,1,40
2,1990,5,1,254,1,100
1,1993,5,1,,1,
1,1946,1,1,930,1,134
2,1949,1,1,,1,
1,1975,1,1,921,2,245
1,1978,5,1,314,1,244.8
2,1981,1,1,,2,
1,1961,1,1,773,1,
2,1961,1,2,930,1,174
1,1990,5,2,953,1,170
2,1992,5,2,253,1,150
2,1995,5,2,,1,
1,1974,1,2,312,2,450.7
2,1976,1,2,,2,
2,2005,0,2,,2,
2,1959,2,1,,1,
1,1947,1,2,942,1,150.8
2,1952,1,1,,1,
1,1980,5,1,530,1,150
1,1982,5,1,221,1,325
1,1943,1,1,,1,
2,1946,1,1,,1,
1,1973,5,1,,1,
2,1975,5,1,320,1,333
2,1942,2,1,,1,
2,1937,2,1,,1,
1,1945,3,2,,1,
2,1922,2,2,,1,
2,1950,1,2,,1,
1,1941,1,2,,1,
2,1934,2,1,,1,
2,1937,2,1,,1,
1,1931,1,1,,2,
2,1935,1,1,,2,
1,1945,3,1,,1,
1,1942,1,1,,1,
2,1938,1,1,,1,
2,1960,2,1,,1,
1,1944,5,2,,1,
1,1958,1,1,,1,
1,1992,5,1,442,1,144.5
2,1964,1,1,442,1,167.6
1,1932,1,1,,1,
2,1943,1,1,,1,
2,1941,2,1,,1,
1,1951,2,2,,1,
2,1994,5,2,,1,
1,1946,1,2,271,2,45.5
2,1948,1,2,,2,
1,1962,1,1,,1,
2,1963,1,1,252,1,505.8
1,1996,5,1,,1,
1,1943,1,1,,1,
2,1947,1,1,,1,
2,1935,2,1,,1,
1,1976,5,1,953,1,178
1,1967,1,2,312,1,590.3
2,1974,1,2,,1,
2,2004,0,2,,1,
2,2008,0,2,,1,
2,1963,2,1,312,1,349.7
1,1967,1,1,521,1,253
2,1973,1,1,312,1,267.1
2,2000,0,1,,1,
1,2002,0,1,,1,
1,1945,2,2,,1,
1,1939,1,2,,1,
2,1943,1,2,941,1,83
2,1969,3,2,510,1,100
2,1997,0,2,,1,
2,1999,0,2,,1,
1,2006,0,2,,1,
1,1946,1,2,,6,
2,1952,1,2,,6,
2,1982,1,2,,1,
1,1979,1,2,752,1,233.3
1,1954,1,2,922,1,
2,1958,1,1,941,1,100.7
1,1985,5,2,442,1,168
1,1990,5,2,,1,
1,1935,1,2,,1,
2,1940,1,1,930,1,31.7
1,1934,6,1,,1,
2,1939,2,1,,1,
1,1963,1,2,910,1,184
2,1965,1,2,246,1,341.3
1,1989,5,2,246,1,229.2
1,1991,5,2,,1,
1,1976,1,2,841,5,332.6
2,1980,1,1,,5,
1,2006,0,1,,5,
2,2009,0,1,,5,
1,1948,1,2,,1,
2,1950,1,2,,1,
1,1927,1,1,,1,
2,1934,1,1,,1,
2,1963,2,2,930,1,98
2,1985,1,2,,2,
2,1992,5,2,314,1,83
1,1980,1,2,792,2,393.7
1,2010,0,2,,2,
2,2012,0,2,,2,
1,1960,1,2,235,2,
2,1963,1,1,864,2,100
2,1988,5,2,442,2,180
2,1990,5,2,,2,
2,1993,5,2,,2,
1,1973,1,1,753,1,407
2,1974,1,1,,1,
1,2002,0,1,,1,
2,2006,0,1,,1,
1,1974,1,2,274,1,300
2,1976,1,2,,1,
1,2002,0,2,,1,
1,2006,0,2,,1,
1,2011,0,2,,1,
1,1941,1,2,,1,
2,1942,1,1,,1,
2,1971,5,2,254,1,150
2,1938,2,1,,1,
1,1942,1,2,,1,
2,1948,1,1,,1,
1,1970,5,2,772,1,160
1,1972,5,2,799,1,160
1,1964,1,1,922,2,367.5
2,1967,1,1,,2,
2,1991,1,1,,2,
2,2001,0,1,,2,
1,1970,1,2,773,1,260
2,1971,1,2,722,1,112
1,1996,5,2,,1,
1,1999,0,2,,1,
1,1941,1,2,,1,
2,1941,1,2,,1,
1,1978,5,2,,1,
2,1934,2,2,,1,
2,1944,2,1,,1,
1,1953,1,2,,1,
2,1952,1,2,930,1,154
1,1984,5,2,,1,
1,1977,1,2,239,2,517.2
2,1977,1,2,,2,
1,2006,0,2,,2,
1,2008,0,2,,2,
1,1973,1,1,510,2,730
2,1978,1,1,,2,
1,2003,0,1,,2,
2,2005,0,1,,2,
2,1933,2,2,,1,
1,1971,1,2,521,1,
2,1973,1,2,,1,
2,1995,5,2,,1,
1,1999,0,2,,1,
2,1932,2,1,,1,
2,1964,5,2,422,2,
2,1940,2,1,,1,
2,1929,2,1,,1,
1,1976,1,2,510,2,425
2,1980,1,2,313,2,220
2,2007,0,2,,2,
2,1933,2,1,,1,
2,1972,5,1,,1,
1,1976,1,2,285,1,300
2,1979,1,2,,1,
2,2008,0,2,,1,
2,2012,0,2,,1,
2,1978,1,1,320,1,301
2,1981,5,2,320,1,458.3
1,1978,1,1,241,1,
1,2006,0,1,,1,
1,1968,1,2,411,1,597.8
2,1970,1,2,,1,
2,1998,0,2,,1,
2,2001,0,2,,1,
1,2007,0,2,,1,
1,1958,1,2,231,1,
2,1964,1,1,252,1,438.3
2,1991,5,1,313,1,50
1,1997,0,1,,1,
1,1954,1,1,311,1,593.3
2,1956,1,2,,1,
1,1983,5,1,930,1,
1,1984,5,2,,1,
1,1957,1,2,441,1,
2,1962,1,2,442,1,
1,1984,1,2,246,1,300
2,1987,5,2,,1,
2,1985,1,2,,1,
1,2012,0,2,,1,
1,1963,1,1,442,1,
2,1968,1,1,,1,
2,1992,5,1,247,1,205
2,1994,5,1,,1,
1,1942,1,1,,1,
2,1945,1,1,,1,
2,1983,5,1,330,1,366.7
2,1929,2,1,,1,
1,1940,2,1,,2,
1,1970,1,2,222,2,916.7
2,1943,2,2,,1,
2,1973,1,1,312,2,260.5
1,2010,0,1,,2,
1,1953,1,1,135,1,240
2,1956,1,1,,1,
1,1988,5,1,,1,
1,1936,1,2,,1,
2,1935,1,1,,1,
1,1936,1,1,,1,
2,1939,1,1,,1,
1,1932,1,2,,1,
2,1935,1,2,,1,
1,1966,1,2,411,1,599.2
2,1969,1,2,152,1,218.3
1,1996,5,2,,1,
2,1999,0,2,,1,
1,1966,1,1,223,1,750
2,1969,1,1,247,1,
2,1996,5,1,,1,
2,1999,0,1,,1,
1,1963,1,2,,1,
2,1972,1,2,530,1,113.9
1,1994,5,2,259,1,36.7
2,1998,0,2,,1,
1,1969,1,1,283,1,750
2,1969,1,1,283,1,200
2,2000,0,1,,1,
2,2001,0,1,,1,
1,1967,1,1,320,1,833.3
2,1968,1,1,243,1,566.7
1,1998,0,1,,1,
2,2001,0,1,,1,
1,1951,1,2,873,1,
2,1958,1,1,313,1,198.7
2,1991,5,2,421,1,165
1,1984,5,2,753,1,238.2
2,1949,2,1,,1,
1,1965,1,2,311,1,321.6
2,1966,1,2,521,1,152.6
1,1995,5,2,521,1,140
2,1997,0,2,,1,
1,1957,1,2,873,1,
2,1962,1,2,442,1,
1,2002,0,2,,1,
1,1974,1,2,521,7,
2,1977,1,2,521,7,
2,2005,0,2,,7,
1,2011,0,2,,7,
1,1968,1,2,320,1,896.7
2,1971,1,2,,1,
1,2001,0,2,,1,
2,2004,0,2,,1,
1,1936,1,1,,1,
2,1937,1,1,,1,
1,1971,1,2,312,1,750
2,1976,1,2,320,1,750
2,2006,0,1,,1,
1,2009,0,1,,1,
1,1972,1,1,510,2,
2,1974,1,1,,2,
2,2003,0,1,,2,
2,1935,2,1,,1,
1,1957,1,1,259,1,555.8
2,1964,1,1,530,1,100
2,1992,5,1,,1,
1,1955,1,2,773,1,
2,1961,1,2,259,1,170
1,1988,5,2,,1,
1,1991,5,2,,1,
1,1961,1,1,233,1,1853.3
2,1965,1,1,,1,
2,1990,5,1,247,1,60
1,1992,5,1,,1,
2,2001,0,1,,1,
1,1971,1,2,312,6,458.3
2,1973,1,2,312,6,500
1,2002,0,2,,6,
2,1949,2,1,952,6,60.6
1,2005,0,2,,6,
2,1936,2,1,,1,
2,1945,3,1,,2,
1,1942,5,2,,2,
2,1957,3,2,910,1,135
1,1980,1,2,222,1,349
2,1979,1,2,,1,
1,2008,0,2,,1,
1,1965,1,2,,2,
2,1966,1,2,,2,
1,1999,0,2,,2,
2,1956,3,2,,2,
2,1983,1,2,313,2,250
2,1985,5,1,259,2,130
1,2009,0,2,,2,
1,1984,1,2,899,2,400
1,1972,1,2,320,2,898
2,1975,1,2,,2,
2,2001,0,2,,2,
1,2004,0,2,,2,
2,2011,0,2,,2,
2,1938,2,1,,1,
1,1940,1,2,,2,
2,1945,1,2,,2,
2,1939,2,1,521,1,
1,1933,1,2,,1,
2,1934,1,2,951,1,
1,1950,1,2,999,1,110
2,1956,1,1,951,1,150
2,1983,5,2,247,1,201.7
2,1986,5,2,222,1,168.3
1,1946,1,2,811,1,
2,1950,1,2,811,1,
1,1979,1,1,135,1,340
2,1978,1,1,314,1,362.5
2,2012,0,1,,1,
1,1930,1,1,,1,
2,1939,1,1,,1,
2,1940,2,1,,1,
1,1942,1,1,922,1,
2,1944,1,1,951,1,20
1,1972,1,1,873,2,
2,1979,1,1,313,2,237
2,2002,0,1,,2,
1,2006,0,1,,2,
1,1981,1,1,312,1,230
2,1949,2,2,,1,
2,1985,1,1,,1,
1,2011,0,1,,1,
1,1948,1,2,743,1,216.7
2,1952,1,1,,1,
1,1986,5,2,252,1,225
1,1958,1,1,,1,
2,1958,1,1,941,1,110
1,1984,5,1,422,1,205
1,1936,1,2,,1,
2,1938,1,2,,1,
2,1971,2,2,399,1,150
1,1939,1,2,,1,
2,1943,1,2,,1,
1,1938,1,2,,1,
2,1946,1,2,,1,
2,1976,1,2,253,1,178.83
1,1971,1,2,271,1,351.75
2,2009,0,2,,1,
1,1943,1,2,,1,
2,1943,1,2,,1,
1,1933,1,2,,1,
2,1939,1,1,,1,
1,1949,1,2,,1,
2,1956,1,2,,1,
2,1977,1,2,,2,
1,1979,1,2,441,1,
1,1981,1,2,873,1,197.5
1,1978,1,2,910,2,
1,2008,0,2,,2,
2,1980,1,2,,1,
2,2009,0,2,,1,
2,2010,0,2,,2,
1,2012,0,2,,1,
2,1981,1,2,399,1,106.7
1,1971,1,2,772,1,
2,1972,1,2,,1,
2,1999,0,1,,1,
1,2005,0,1,,1,
2,1963,2,2,951,1,150
1,1992,5,2,,1,
2,1993,5,2,,1,
2,1996,5,2,,1,
1,1997,0,2,,1,
2,1940,2,1,,1,
2,1975,5,2,422,1,
1,1985,1,1,510,1,270
2,1983,5,2,254,1,140
2,1986,1,1,,1,
2,1968,1,1,,2,
1,1999,0,1,,2,
2,2002,0,1,,2,
1,1960,1,1,873,1,294.2
2,1962,1,1,521,1,115
2,1989,5,1,,1,
2,1991,5,1,,1,
2,1947,2,1,941,1,75
1,1966,3,1,910,1,212
2,1996,5,1,,1,
1,1998,0,1,,1,
2,1942,2,1,941,1,86.6
1,1997,0,1,,1,
1,1925,6,1,,1,
2,1931,2,1,,1,
1,1937,1,2,,1,
2,1937,1,2,,1,
1,1954,1,2,873,1,242.7
2,1958,1,2,441,1,69.8
1,1982,5,2,222,1,208.3
2,1985,5,2,313,1,208.3
1,1961,2,2,942,1,174
1,1948,1,1,,1,
2,1952,1,1,421,1,63.3
1,1973,1,2,761,2,
2,1974,1,1,521,2,140
1,2000,0,2,,2,
2,2001,0,2,,2,
1,1970,1,1,222,1,843.3
2,1972,1,1,311,1,529.2
2,1999,0,1,,1,
2,2005,0,1,,1,
1,1938,2,2,999,1,20
2,1941,2,1,,1,
1,1966,1,2,311,1,660.9
2,1970,1,2,311,1,528.2
2,1975,5,2,313,1,229.2
1,1957,1,1,141,2,
2,1957,1,1,,2,
2,1988,5,1,285,2,241.3
2,1992,5,1,,2,
1,1995,5,1,,2,
1,1975,5,2,780,1,311.7
2,1979,5,2,222,1,500
1,1952,1,1,271,1,333.3
2,1953,1,1,,1,
1,1978,5,1,,1,
2,1982,1,1,399,1,151
1,1978,1,1,313,1,333.3
1,1971,1,1,245,1,511.3
2,1974,1,1,,1,
1,2002,0,1,,1,
1,2005,0,1,,1,
2,1981,5,1,252,1,280
1,1938,2,2,,1,
1,1974,5,2,953,1,75
1,1967,1,1,442,6,303.3
2,1970,1,1,953,6,120
2,1995,5,1,,6,
2,1956,3,2,,1,
1,1984,5,2,,1,
1,1985,5,2,,1,
2,1959,3,1,,1,
1,1978,1,1,221,1,
2,1982,1,1,,1,
2,2008,0,1,,1,
2,1981,5,1,283,1,
1,1964,1,1,841,1,280.3
2,1963,1,1,930,1,123.7
1,1989,5,1,,1,
2,1991,5,1,,1,
2,1956,4,1,951,2,60
2,1982,1,2,252,2,0
1,1986,5,1,159,2,
1,1972,1,2,239,2,450
2,2010,0,2,,2,
2,2013,0,2,,2,
1,1947,1,2,823,1,
2,1949,1,1,823,1,
2,1970,1,1,,2,
1,1974,5,1,,1,
1,1971,1,1,752,2,408
1,2009,0,1,,2,
2,2011,0,1,,2,
1,1947,3,2,941,1,120
1,1960,1,2,930,1,194.5
2,1967,1,1,,1,
1,1994,5,2,999,1,
1,1970,1,1,312,1,460.1
2,1971,1,1,,1,
2,1997,0,1,,1,
1,2001,0,1,,1,
2,1936,2,1,,2,
1,1957,1,2,823,1,
2,1963,1,2,823,1,
2,1984,5,2,281,1,250
1,1988,5,2,780,1,223.7
2,1966,3,2,721,1,105
1,1994,5,2,,1,
2,1999,0,2,,1,
1,1945,1,1,,1,
2,1949,1,1,,1,
1,1953,1,2,252,2,651.7
2,1956,1,2,252,2,654.2
2,1987,5,2,252,2,195
1,1946,1,1,,2,
2,1954,1,1,951,2,83.2
1,1942,1,2,152,1,
2,1949,1,2,,1,
1,1952,1,1,,1,
2,1954,1,1,,1,
2,1980,5,1,312,1,250
2,1948,5,1,,1,
1,1946,1,2,139,1,254
2,1957,1,2,,1,
2,1960,1,1,,1,
2,1987,5,1,799,1,225
1,1960,1,1,762,1,387.5
1,1991,5,1,,1,
1,1939,3,1,,1,
2,1959,3,2,,1,
1,1925,1,2,,1,
2,1929,1,2,,1,
1,1937,2,1,,1,
2,1975,5,1,,1,
2,1973,1,1,313,1,150
1,1966,1,1,274,1,93.3
2,1998,0,1,,1,
1,1999,0,1,,1,
1,1967,1,1,930,1,148.4
2,1970,1,1,521,1,96.6
2,1998,0,1,,1,
1,2002,0,1,,1,
1,1963,1,1,772,1,
2,1966,1,1,,1,
2,1989,5,1,313,1,272
2,1991,5,1,,1,
2,1991,5,1,,1,
1,2003,0,1,,1,
1,1949,3,2,772,1,
2,1957,2,1,,1,
2,1932,2,1,,1,
1,1955,5,1,,1,
1,1936,1,2,,2,
2,1937,1,2,,2,
2,1942,2,1,,1,
2,1957,3,1,,1,
2,1963,4,1,922,1,144
1,1999,0,2,,1,
2,2001,0,2,,1,
2,1956,1,2,432,6,
1,1981,5,2,521,1,200
1,1957,1,2,521,6,264
1,1959,1,2,910,1,
2,1962,1,2,,1,
1,1993,5,2,,1,
1,1958,3,2,,1,
1,1990,5,2,,1,
1,1958,1,2,252,1,655
2,1960,1,2,521,1,107
1,1990,5,2,,1,
1,1992,5,2,,1,
1,1963,1,1,,1,
2,1964,1,1,722,1,
2,1989,5,1,442,1,117
2,1996,5,1,,1,
2,1971,3,2,,1,
1,1990,5,2,259,1,47
2,1961,3,1,,1,
2,1998,0,1,,1,
1,1957,1,2,274,1,
2,1961,1,2,312,1,
1,1988,5,2,,1,
1,1942,1,1,,1,
2,1942,1,1,,1,
2,1959,3,2,,1,
2,1982,1,2,422,1,300
1,1972,1,2,212,2,535.5
2,1971,1,2,,2,
1,2008,0,2,,2,
1,1973,1,2,780,1,305
2,1970,1,1,,1,
2,2000,0,1,,1,
2,2010,0,1,,1,
1,1977,5,2,222,2,400
1,1973,1,2,312,1,596.7
2,1973,1,2,,1,
2,2000,0,2,,1,
1,2002,0,2,,1,
2,1960,2,1,,7,
1,2000,0,1,,7,
1,1943,1,2,,1,
2,1948,1,2,,1,
1,1947,1,2,,1,
2,1952,1,2,,1,
1,1967,1,1,952,1,
2,1974,1,1,441,1,
1,2002,0,1,,1,
2,2004,0,1,,1,
1,2011,0,1,,1,
1,1968,1,2,312,1,400
2,1972,1,2,313,1,270
2,2000,0,2,,1,
1,2001,0,2,,1,
2,1990,1,2,,5,
1,1988,1,2,921,5,135.16
1,2014,0,2,,5,
1,1966,1,2,772,1,82.5
2,1968,1,2,442,1,
2,1992,5,2,313,1,190.7
2,1994,5,2,,1,
1,2002,0,2,,1,
1,1975,1,1,823,2,
2,1978,1,1,,2,
2,2005,0,1,,2,
1,2007,0,1,,2,
1,1943,1,1,,1,
2,1947,1,1,941,1,98
1,1951,4,2,773,1,174
2,1928,2,1,,1,
2,1931,2,2,,1,
1,1939,1,1,941,7,
2,1948,1,1,,7,
1,1936,2,2,,1,
1,1949,1,1,942,1,147
2,1955,1,1,,1,
1,1981,5,2,423,1,207
1,1983,5,2,223,1,333.3
1,1970,1,2,761,1,187.7
2,1974,1,2,441,1,117.5
2,2002,0,1,,1,
2,2004,0,1,,1,
2,2006,0,1,,1,
1,1943,1,2,,1,
2,1956,1,2,,1,
1,1972,3,2,773,1,
1,1997,0,2,,1,
1,1960,1,2,721,1,
2,1965,1,2,721,1,
2,1995,5,1,,1,
2,1999,0,1,,1,
2,2001,0,1,,1,
1,1940,3,2,,1,
2,1942,2,2,,1,
1,1971,1,2,510,1,197
2,1969,1,2,521,1,123
2,2003,0,2,,1,
1,1944,1,2,611,7,
2,1952,1,2,,7,
1,1940,1,2,,1,
2,1950,1,2,951,1,
1,1973,1,2,330,1,322.3
2,1976,1,2,,1,
2,2005,0,2,,1,
2,2010,0,2,,1,
1,1943,1,2,,1,
2,1950,1,2,,1,
1,1924,1,2,,1,
2,1932,1,2,,1,
1,1930,1,1,,1,
2,1938,1,1,,1,
1,1959,1,2,862,1,
2,1960,1,2,,1,
2,1957,1,1,941,1,102
1,1952,1,1,873,1,178
1,1981,1,2,874,1,173.8
2,1988,1,2,399,1,162.8
1,1962,1,1,772,1,301.3
2,1970,1,1,952,1,158.8
1,1992,5,1,,1,
1,1994,5,1,,1,
2,1943,2,1,,1,
1,1973,1,2,910,1,200
2,1978,1,2,,1,
2,1998,0,2,,1,
2,2005,0,1,,1,
1,1936,1,2,,1,
2,1941,1,1,,1,
2,1948,3,1,951,2,20
1,1971,5,2,922,2,170
2,1935,2,1,,2,
1,1976,1,2,411,3,337.5
2,1980,1,1,,3,
1,1969,1,2,730,1,238.6
2,1973,1,2,521,1,
2,1994,5,2,,1,
2,1998,0,2,,1,
1,1950,1,1,873,1,
2,1952,1,1,,1,
2,1943,2,2,,1,
1,1931,2,1,,1,
1,1942,1,1,510,1,120
2,1944,1,1,,1,
1,1942,1,2,,1,
2,1942,1,1,,1,
2,1961,3,2,941,1,170
2,1988,5,2,314,1,150
2,1994,5,2,313,1,169
1,1958,1,1,875,1,310.5
2,1965,1,1,421,1,63
2,1989,5,1,,1,
2,1995,5,1,,1,
1,1999,0,1,,1,
1,1949,1,2,,1,
2,1955,1,2,259,1,180
1,1970,1,2,311,1,400
2,1971,1,2,313,1,310
1,1998,0,2,,1,
1,2003,0,2,,1,
1,1966,1,2,274,1,1069.6
2,1969,1,1,,1,
1,1996,5,2,,1,
1,2002,0,2,,1,
2,1942,2,1,,1,
1,1954,1,1,312,1,150
2,1955,1,1,,1,
2,1982,1,2,320,2,0
2,1986,5,1,259,1,180
1,1980,1,2,245,2,360
2,2010,0,2,,2,
1,2014,0,2,,2,
1,1973,3,1,312,2,333.3
2,1937,2,1,,2,
1,1966,3,1,259,1,130
1,1976,5,2,432,1,192
1,1971,5,2,273,2,458.3
1,1943,1,2,,1,
2,1946,1,2,,1,
2,1961,3,2,442,1,98
1,1990,5,1,421,1,
1,1933,1,1,730,1,
2,1943,1,1,,1,
1,1973,5,2,,1,
2,1960,2,2,432,1,
1,1986,5,2,999,1,155.5
2,1988,5,2,,1,
2,1951,3,2,999,1,127
2,1995,5,2,,1,
1,1961,2,2,,1,
2,1989,5,2,313,1,191.6
2,1991,5,2,952,1,129.6
1,1931,1,2,,1,
2,1934,1,2,,1,
2,1988,5,2,,1,
1,1986,5,2,761,1,230.6
1,1954,1,2,892,1,153.3
2,1958,1,2,,1,
1,1988,5,2,399,1,119.9
1,1986,5,2,285,1,140
1,1962,1,1,248,1,370
2,1966,1,1,,1,
1,1990,5,1,,1,
2,1992,5,1,,1,
2,1926,2,1,,1,
1,1958,3,2,873,1,150
2,1927,2,2,,1,
